sampleid	covariate	cofounder1	cofounder2
X10483.recip.388.WT.HC2.D7	unhealthy	-1.3065418160476	0
X10483.recip.389.WT.HC2.D7	unhealthy	0.332462867158449	0
X10483.recip.620.ASO.HC5.D14	unhealthy	0.505609244312782	0
X10483.recip.392.ASO.PD2.D21	healthy	0.590970934123017	0
X10483.recip.622.ASO.PD5.D14	unhealthy	-0.522838580312374	0
X10483.recip.464.WT.PD3.D21	unhealthy	-0.327031123265379	0
X10483.donor3.HC	unhealthy	0.227549842458781	0
X10483.recip.651.ASO.HC6.D7	unhealthy	-0.0165008940356275	0
X10483.recip.324.WT.PD1.D49	unhealthy	0.931130231200705	0
X10483.recip.538.WT.PD4.D21	unhealthy	-0.837048178340987	0
X10483.recip.460.WT.HC3.D7	unhealthy	-2.92066128086414	0
X10483.recip.622.ASO.PD5.D49	unhealthy	-0.217826569634594	0
X10483.recip.467.WT.PD3.D21.a	unhealthy	-0.11618587705839	0
X10483.recip.465.ASO.PD3.D49	healthy	-0.157320875948003	0
X10483.recip.290.ASO.OB2.D1	healthy	1.76727634538387	0
X10483.recip.561.ASO.HC4.D14	unhealthy	0.0532846626460697	0
X10483.recip.541.ASO.HC4.D14	unhealthy	1.03510423315165	0
X10483.recip.650.ASO.PD6.D14	unhealthy	0.534414631322964	0
X10483.recip.455.WT.PD3.D49	unhealthy	0.0439559849828974	0
X10483.recip.414.WT.PD2.D14	healthy	0.704263508789003	0
X10483.recip.323.ASO.PD1.D14	unhealthy	-0.778883143015863	0
X10483.recip.388.WT.HC2.D14	healthy	1.28135929524674	0
X10483.recip.559.WT.HC4.D7	unhealthy	-0.688789653534682	0
X10483.recip.402.ASO.PD2.D21	unhealthy	-2.28708183867103	0
X10483.recip.317.ASO.HC1.D21	unhealthy	-0.407276043527209	0
X10483.recip.319.WT.HC1.D21	unhealthy	0.572335979856211	0
X10483.recip.461.ASO.HC3.D14	unhealthy	0.230280880425364	0
X10483.recip.318.ASO.HC1.D49	unhealthy	-0.527976811919851	0
X10483.recip.641.ASO.HC6.D49	unhealthy	0.39351976880192	0
X10483.recip.459.WT.HC3.D49	healthy	1.89682375609787	0
X10483.recip.621.ASO.HC5.D49	unhealthy	-0.299222232701664	0
X10483.recip.462.WT.PD3.D7	unhealthy	-0.0810416360492111	0
X10483.recip.537.WT.PD4.D7	healthy	0.796938697416082	0
X10483.recip.624.WT.HC5.D7	unhealthy	0.174581366042477	0
X10483.recip.437.ASO.HC3.D21	healthy	0.64804542874127	0
X10483.recip.647.ASO.PD6.D14	unhealthy	0.724021610347358	0
X10483.recip.542.WT.HC4.D14	unhealthy	-0.0671325471051517	0
X10483.recip.412.ASO.HC2.D14	unhealthy	1.02180337995479	0
X10483.recip.400.ASO.HC2.D14	healthy	-0.310182326199629	0
X10483.recip.583.ASO.OBASO.D7	unhealthy	-0.738765956349312	0
X10483.recip.646.WT.PD6.D7	unhealthy	-0.59580157786976	0
X10483.recip.320.WT.PD1.D49	healthy	-1.0196855474921	0
X10483.recip.537.WT.PD4.D21	unhealthy	-2.00885575153914	0
X10483.recip.454.WT.PD3.D14	unhealthy	0.388537946641557	0
X10483.recip.645.WT.PD6.D7	unhealthy	0.214526595151065	0
X10483.recip.435.ASO.HC3.D21	unhealthy	0.280047775080921	0
X10483.recip.392.ASO.PD2.D14	unhealthy	-1.40948792433774	0
X10483.donor2.HC	unhealthy	0.35971493340957	0
X10483.recip.622.ASO.PD5.D7	unhealthy	0.249973953777925	0
X10483.donor1.HC	unhealthy	-0.803831077994616	0
X10483.recip.403.ASO.PD2.D7	unhealthy	0.472332324137178	0
X10483.recip.615.ASO.PD5.D7	healthy	0.122476610044174	0
X10483.recip.318.ASO.HC1.D7	healthy	0.494269301130672	0
X10483.recip.630.ASO.PD5.D49	healthy	-0.615801159955462	0
X10483.recip.544.ASO.HC4.D14	unhealthy	-0.85813111833976	0
X10483.recip.536.ASO.PD4.D49	unhealthy	-0.547167001549684	0
X10483.recip.313.ASO.HC1.D14	unhealthy	-0.816649759472551	0
X10483.recip.459.WT.HC3.D21	healthy	-0.31280586032517	0
X10483.recip.402.ASO.PD2.D49	unhealthy	0.363004369269593	0
X10483.recip.400.ASO.HC2.D49	healthy	0.188017347410356	0
X10483.recip.464.WT.PD3.D14	unhealthy	-1.44573659724308	0
X10483.recip.546.ASO.PD4.D7	healthy	-0.533528234887338	0
X10483.recip.637.ASO.PD6.D14	healthy	0.835846233594266	0
X10483.recip.437.ASO.HC3.D49	unhealthy	-1.144069793991	0
X10483.recip.641.ASO.HC6.D7	unhealthy	0.985429848986488	0
X10483.recip.637.ASO.PD6.D49	unhealthy	-0.305931893452779	0
X10483.recip.546.ASO.PD4.D49	unhealthy	-1.53412763990964	0
X10483.recip.315.WT.HC1.D21	unhealthy	-1.72059939126756	0
X10483.recip.644.WT.HC6.D49	unhealthy	-0.072262324310141	0
X10483.recip.558.WT.HC4.D7	unhealthy	0.899173898535941	0
X10483.recip.634.WT.HC5.D49	healthy	0.541844157579877	0
X10483.recip.390.ASO.PD2.D7	unhealthy	-0.031298136899756	0
X10483.recip.321.WT.PD1.D49	healthy	0.146783705457079	0
X10483.donor5.HC	unhealthy	-0.883611127892432	0
X10483.recip.386.WT.PD2.D49	healthy	0.27382381625502	0
X10483.recip.574.WT.OBWT.D49	unhealthy	-1.18609702306013	0
X10483.recip.623.WT.PD5.D7	unhealthy	-0.28165406379901	0
X10483.recip.646.WT.PD6.D49	unhealthy	0.277080146611995	0
X10483.recip.316WT.HC1.D49	unhealthy	0.109419778981829	0
X10483.recip.640.ASO.HC6.D49	healthy	0.10235446856223	0
X10483.recip.463.WT.PD3.D21	healthy	0.953752690097627	0
X10483.recip.636.ASO.PD6.D7	unhealthy	0.0286816866049734	0
X10483.recip.638.ASO.PD6.D14	unhealthy	-0.537416816240136	0
X10483.recip.639.WT.PD6.D7	healthy	1.56391232226419	0
X10483.recip.324.WT.PD1.D7	unhealthy	-0.0899064892406286	0
X10483.recip.467.WT.HC3.D14.a	healthy	0.469007341216176	0
X10483.recip.454.WT.PD3.D7	unhealthy	-0.449105510949905	0
X10483.recip.649.WT.HC6.D7	healthy	2.17313872068678	0
X10483.recip.391.ASO.PD2.D21	unhealthy	-0.129641220269102	0
X10483.recip.618.ASO.HC5.D7	unhealthy	-1.25820809419961	0
X10483.recip.323.ASO.PD1.D49	unhealthy	-0.598162697213337	0
X10483.recip.560.ASO.HC4.D7	unhealthy	0.239341295851458	0
X10483.recip.464.WT.PD3.D49	unhealthy	-2.42368985677906	0
X10483.recip.390.ASO.PD2.D14	healthy	0.130235745820053	0
X10483.recip.545.WT.HC4.D14	healthy	0.3727085268697	0
X10483.recip.536.ASO.PD4.D21	unhealthy	0.405356045712774	0
X10483.recip.544.ASO.HC4.D21	unhealthy	-0.913073983022119	0
X10483.recip.632.ASO.PD5.D7	healthy	1.20907268858015	0
X10483.recip.643.WT.HC6.D49	healthy	0.0523395633353991	0
X10483.recip.314.WT.HC1.D14	unhealthy	-1.39687673156431	0
X10483.recip.322.ASO.PD1.D14	healthy	2.59252895561142	0
X10483.recip.538.WT.PD4.D14	healthy	0.282137241683752	0
X10483.recip.572.WT.OBASO.D7	healthy	0.965358215242271	0
X10483.recip.460.WT.HC3.D14	unhealthy	1.00734328051263	0
X10483.recip.638.ASO.PD6.D49	unhealthy	-0.0444558920006524	0
X10483.recip.466.ASO.PD3.D7	unhealthy	-0.0918488086141426	0
X10483.recip.624.WT.HC5.D49	unhealthy	0.519075939163547	0
X10483.recip.653.ASO.HC6.D7	unhealthy	-0.122632499091014	0
X10483.recip.625.ASO.HC5.D7	unhealthy	-0.637565159939011	0
X10483.recip.616.ASO.HC5.D49	unhealthy	-1.1256340576095	0
X10483.donor6.HC	unhealthy	0.341970020076983	1
X10483.recip.319.WT.HC1.D14	healthy	1.38551978793065	1
X10483.recip.548.ASO.PD4.D21	healthy	1.09227064607206	1
X10483.recip.316WT.HC1.D7	unhealthy	0.282606053210098	1
X10483.recip.625.ASO.HC5.D49	healthy	0.506361376691302	1
X10483.recip.537.WT.PD4.D14	healthy	-0.186648461005275	1
X10483.recip.649.WT.HC6.D14	healthy	0.113865319800262	1
X10483.recip.617.WT.HC5.D49	healthy	-1.45062562342535	1
X10483.recip.539.ASO.PD4.D7	healthy	0.448244281775556	1
X10483.recip.631.WT.PD5.D7	unhealthy	-0.900324639792131	1
X10483.recip.400.ASO.HC2.D7	unhealthy	-0.885289971732182	1
X10483.recip.617.ASO.HC5.D49	healthy	0.43805373231961	1
X10483.recip.321.WT.PD1.D7	healthy	-1.82830699615891	1
X10483.recip.549.WT.PD4.D21	unhealthy	-0.334941849536724	1
X10483.recip.314.WT.HC1.D49	unhealthy	0.0247165182251628	1
X10483.donor1.PD	healthy	2.73083241607452	1
X10483.recip.561.ASO.HC4.D21	healthy	-0.735658174625304	1
X10483.recip.403.ASO.PD2.D49	healthy	-0.0481157232781195	1
X10483.recip.437.ASO.HC3.D14	healthy	0.913996004451984	1
X10483.recip.460.WT.HC3.D49	healthy	0.427339599232022	1
X10483.recip.542.WT.HC4.D7	healthy	0.917813552547396	1
X10483.recip.455.WT.PD3.D7	unhealthy	0.453103800652672	1
X10483.recip.467.WT.PD3.D49	healthy	0.167940050486778	1
X10483.recip.467.WT.PD3.D7	healthy	0.312782141427016	1
X10483.recip.466.ASO.PD3.D21	healthy	0.97048966370288	1
X10483.recip.388.WT.HC2.D21	healthy	-0.450139548220625	1
X10483.recip.313.ASO.HC1.D49	unhealthy	-0.945387047639488	1
X10483.recip.616.WT.PD5.D7	healthy	-0.664844239421975	1
X10483.recip.457.WT.HC3.D49	unhealthy	0.445121460920191	1
X10483.recip.547.WT.PD4.D7	healthy	0.142848375537521	1
X10483.recip.411.ASO.HC2.D14	healthy	0.893502157437826	1
X10483.recip.465.ASO.PD3.D21	healthy	1.80868453589065	1
X10483.recip.386.WT.PD2.D21	healthy	0.157811482909871	1
X10483.recip.324.WT.PD1.D14	healthy	0.145230440518749	1
X10483.recip.615.ASO.PD5.D14	healthy	0.133697528365954	1
X10483.recip.390.ASO.PD2.D21	healthy	-0.300698028381013	1
X10483.recip.646.WT.PD6.D14	healthy	0.392997628458154	1
X10483.recip.313.ASO.HC1.D21	unhealthy	1.42775504161945	1
X10483.recip.403.ASO.PD2.D21	healthy	0.0736880939366868	1
X10483.recip.643.WT.HC6.D7	unhealthy	-1.28610322021681	1
X10483.recip.391.ASO.PD2.D7	healthy	-0.225544712127995	1
X10483.recip.455.WT.PD3.D21	healthy	-0.883604596480398	1
X10483.recip.537.WT.PD4.D49	unhealthy	0.39888321572737	1
X10483.recip.644.WT.HC6.D7	unhealthy	-0.0317961277733712	1
X10483.recip.458.ASO.HC3.D21	healthy	0.404377782699492	1
X10483.recip.467.WT.HC3.D7.a	healthy	-1.00677282716964	1
X10483.recip.317.ASO.HC1.D14	healthy	1.20206882329035	1
X10483.recip.654.ASO.HC6.D14	unhealthy	-1.455039380173	1
X10483.recip.325.ASO.PD1.D14	unhealthy	-0.68798475958058	1
X10483.recip.635.ASO.HC5.D7	healthy	-1.72425328084456	1
X10483.recip.454.WT.PD3.D49	healthy	-0.227902877494357	1
X10483.recip.401.ASO.HC2.D49	healthy	-0.952066324710264	1
X10483.recip.462.WT.PD3.D49	healthy	1.04069655184368	1
X10483.recip.623.WT.PD5.D14	healthy	0.116669331326194	1
X10483.recip.467.WT.HC3.D21.b	healthy	-1.10561793825779	1
X10483.recip.321.WT.PD1.D14	unhealthy	-0.98448643906959	1
X10483.recip.319.WT.HC1.D49	healthy	1.89435618863323	1
X10483.recip.460.WT.HC3.D21	unhealthy	0.109943881957344	1
X10483.recip.456.ASO.HC3.D49	unhealthy	0.491131972549477	1
X10483.donor4.HC	unhealthy	-1.94066324866379	1
X10483.recip.632.ASO.PD5.D14	healthy	0.314554707749125	1
X10483.recip.291.WT.OB2.D49	healthy	-0.930316488926558	1
X10483.recip.312.WT.HC1.D7	healthy	0.791347090422525	1
X10483.recip.616.WT.PD5.D14	healthy	-0.945560782340422	1
X10483.recip.387.WT.PD2.D7	healthy	-0.951257713702051	1
X10483.recip.547.WT.PD4.D21	healthy	-0.0330859565094128	1
X10483.recip.414.WT.PD2.D7	healthy	-0.445810864662227	1
X10483.recip.455.WT.PD3.D14	healthy	0.832751756618824	1
X10483.recip.391.ASO.PD2.D14	healthy	-0.380011196839302	1
X10483.recip.545.WT.HC4.D21	healthy	-1.13609454508985	1
X10483.recip.413.WT.HC2.D49	healthy	-0.159290740629136	1
X10483.recip.401.ASO.HC2.D14	healthy	-0.733713581909622	1
X10483.recip.464.WT.PD3.D7	healthy	-1.76079950854264	1
X10483.recip.461.ASO.HC3.D21	healthy	1.87079002530966	1
X10483.recip.549.WT.PD4.D7	unhealthy	-0.888083055280009	1
X10483.recip.458.ASO.HC3.D7	healthy	0.561170888739813	1
X10483.recip.647.ASO.PD6.D7	healthy	-0.737886438719425	1
X10483.recip.621.ASO.HC5.D7	healthy	0.152275151920223	1
X10483.recip.316WT.HC1.D14	healthy	1.14790459525429	1
X10483.recip.314.WT.HC1.D21	healthy	0.0588840143983586	1
X10483.recip.459.WT.HC3.D14	healthy	0.900050673069748	1
X10483.donor5.PD	unhealthy	-0.330754998082299	1
X10483.recip.211.WT.OB1.D1	healthy	-0.652101844252574	1
X10483.recip.642.ASO.HC6.D7	unhealthy	-1.29514122412147	1
X10483.recip.560.ASO.HC4.D14	healthy	-0.101967171446418	1
X10483.recip.543.ASO.HC4.D21	healthy	0.460763355045099	1
X10483.recip.292.WT.OB2.D49	healthy	0.850861404562961	1
X10483.recip.436.ASO.PD3.D7	healthy	2.24657912096439	1
X10483.recip.653.ASO.HC6.D14	healthy	2.16233155503241	1
X10483.recip.414.WT.PD2.D21	healthy	0.601175774530303	1
X10483.recip.631.WT.PD5.D14	unhealthy	-0.0997962627786258	1
X10483.recip.463.WT.PD3.D14	unhealthy	-0.602420541639741	1
X10483.recip.319.WT.HC1.D7	healthy	0.0975160366702516	1
X10483.recip.651.ASO.HC6.D14	healthy	0.625059099201511	1
X10483.recip.454.WT.PD3.D21	unhealthy	0.292477937324436	1
X10483.recip.467.WT.HC3.D49.b	healthy	1.31361714448883	1
X10483.recip.632.ASO.PD5.D49	unhealthy	0.62580647928417	1
X10483.recip.538.WT.PD4.D7	unhealthy	-0.959276656400748	1
X10483.recip.293.WT.OB2.D49	healthy	0.900502366730909	1
X10483.recip.561.ASO.HC4.D7	healthy	-1.17953130311425	1
X10483.recip.644.WT.HC6.D14	healthy	0.403775754528842	1
X10483.recip.320.WT.PD1.D14	unhealthy	-0.762056599850754	1
X10483.recip.459.WT.HC3.D7	unhealthy	-0.735340576703291	1
X10483.recip.414.WT.PD2.D49	unhealthy	-0.915867631380623	1
X10483.donor6.PD	healthy	0.901457449019848	1
X10483.recip.652.ASO.HC6.D14	healthy	-1.91791771022692	1
X10483.recip.323.ASO.PD1.D7	unhealthy	-0.41390683318059	1
X10483.recip.435.ASO.HC3.D7	unhealthy	1.17935293954292	1
X10483.recip.546.ASO.PD4.D21	healthy	0.197565526178107	1
X10483.recip.539.ASO.PD4.D49	unhealthy	0.122136912477717	1
X10483.recip.413.WT.HC2.D21	healthy	-1.1756628523336	1
X10483.recip.539.ASO.PD4.D14	unhealthy	0.467008206448375	1
X10483.recip.614.ASO.HC5.D49	healthy	-0.784720189672141	1
X10483.recip.322.ASO.PD1.D49	unhealthy	0.565092867632877	1
X10483.recip.402.ASO.PD2.D7	unhealthy	-1.02749627768962	1
X10483.recip.314.WT.HC1.D7	healthy	1.9887596877486	1
X10483.recip.386.WT.PD2.D7	healthy	0.0310888730900639	1
X10483.recip.633.ASO.HC5.D14	healthy	1.22594627517624	1
X10483.recip.618.ASO.HC5.D49	healthy	-1.14715886478821	1
X10483.recip.461.ASO.HC3.D7	healthy	0.87358494027015	1
X10483.recip.630.ASO.PD5.D7	unhealthy	-0.56638997031993	1
X10483.recip.617.WT.HC5.D7	unhealthy	1.85574742385911	1
X10483.recip.458.ASO.HC3.D49	healthy	-0.230810577013669	1
X10483.recip.461.ASO.HC3.D49	unhealthy	-2.24580744729376	1
X10483.recip.412.ASO.HC2.D49	healthy	0.474043111048921	1
X10483.recip.648.ASO.PD6.D7	healthy	1.51182429798896	1
X10483.recip.403.ASO.PD2.D14	healthy	-0.211242020423519	1
X10483.recip.621.ASO.HC5.D14	unhealthy	-2.33088486039084	1
X10483.recip.324.WT.PD1.D21	healthy	0.946900790702087	1
X10483.recip.545.WT.HC4.D7	healthy	-1.84372293429908	1
X10483.recip.392.ASO.PD2.D7	healthy	-0.336801588905106	1
X10483.recip.312.WT.HC1.D21	healthy	0.0980807696337655	1
X10483.recip.462.WT.PD3.D21	healthy	-1.11564392475474	1
X10483.recip.323.ASO.PD1.D21	unhealthy	-1.40583803645278	1
X10483.recip.633.ASO.HC5.D49	healthy	-0.137255154161275	1
X10483.recip.548.ASO.PD4.D14	healthy	-0.266098442642536	1
X10483.recip.412.ASO.HC2.D21	unhealthy	-0.752087401225125	1
X10483.recip.320.WT.PD1.D7	healthy	1.37555184075188	1
X10483.recip.467.WT.HC3.D21	unhealthy	-1.69922024367652	1
X10483.recip.645.WT.PD6.D49	healthy	1.95114163524904	1
X10483.recip.617.WT.HC5.D14	healthy	0.212152463256876	1
X10483.recip.387.WT.PD2.D21	unhealthy	-0.950961354765275	1
X10483.recip.558.WT.HC4.D14	healthy	0.420114082255126	1
X10483.recip.389.WT.HC2.D21	unhealthy	-1.31691929414168	1
X10483.recip.640.ASO.HC6.D14	healthy	0.347511976137276	1
X10483.recip.279.WT.OB2.D1	healthy	0.660460502087128	1
X10483.recip.631.WT.PD5.D49	healthy	0.234919146456825	1
X10483.recip.458.ASO.HC3.D14	healthy	1.87937465522635	1
X10483.recip.318.ASO.HC1.D14	healthy	-0.833676660913988	1
X10483.recip.387.WT.PD2.D14	healthy	0.944363379190444	1
X10483.recip.541.ASO.HC4.D49	healthy	1.36123519681474	1
X10483.recip.467.WT.HC3.D14.b	healthy	-1.34221813879353	1
X10483.recip.636.ASO.PD6.D14	healthy	0.536697304576468	1
X10483.recip.435.ASO.HC3.D49	unhealthy	-2.91069320899779	1
X10483.recip.635.ASO.HC5.D14	healthy	-0.113598553542583	1
X10483.recip.637.ASO.PD6.D7	healthy	-1.53097303255803	1
X10483.recip.321.WT.PD1.D21	unhealthy	1.05494368101509	1
X10483.recip.312.WT.HC1.D49	healthy	-0.704560633934254	1
X10483.recip.325.ASO.PD1.D21	unhealthy	-0.028319586916905	1
X10483.recip.452.ASO.PD3.D14	unhealthy	-1.07860214442545	1
X10483.recip.322.ASO.PD1.D7	healthy	2.04340848151895	1
X10483.recip.617.ASO.PD5.D14	unhealthy	-0.583949037616428	1
X10483.recip.543.ASO.HC4.D14	healthy	1.71437375720697	1
X10483.recip.463.WT.PD3.D49	healthy	0.882600993139505	1
X10483.recip.543.ASO.HC4.D7	healthy	1.85661237521171	1
X10483.recip.547.WT.PD4.D14	healthy	1.49843613839613	1
X10483.recip.400.ASO.HC2.D21	healthy	0.206123595253864	1
X10483.recip.290.ASO.OB2.D49	healthy	1.34505188791772	1
X10483.recip.548.ASO.PD4.D7	healthy	-0.370537147218804	1
X10483.recip.645.WT.PD6.D14	unhealthy	-0.166580025279739	1
X10483.recip.615.WT.HC5.D49	unhealthy	-1.29884088717821	1
X10483.recip.402.ASO.PD2.D14	unhealthy	0.797349802398385	1
X10483.recip.390.ASO.PD2.D49	healthy	0.500984047542734	1
X10483.recip.456.ASO.HC3.D14	healthy	1.39114147840656	1
X10483.recip.541.ASO.HC4.D7	healthy	-0.209908199919044	1
X10483.recip.558.WT.HC4.D21	healthy	1.80123956399373	1
X10483.recip.650.ASO.PD6.D49	healthy	0.637347822461083	1
X10483.recip.540.ASO.HC4.D14	healthy	-1.98705395888694	1
X10483.recip.618.ASO.HC5.D14	unhealthy	-0.425632875816486	1
X10483.recip.630.ASO.PD5.D14	healthy	-0.640473985864503	1
X10483.recip.457.WT.HC3.D21	healthy	0.0357959827961764	1
X10483.recip.541.ASO.HC4.D21	unhealthy	-1.00311010379478	1
X10483.recip.388.WT.HC2.D49	healthy	2.11325439293492	1
X10483.recip.401.ASO.HC2.D21	healthy	0.140825702610811	1
X10483.recip.315.WT.HC1.D7	healthy	1.60516422196862	1
X10483.recip.315.WT.HC1.D14	healthy	-0.876213259592777	1
X10483.recip.614.WT.PD5.D7	healthy	-0.251137627961447	1
X10483.recip.648.ASO.PD6.D14	healthy	1.00521828647279	1
X10483.recip.623.WT.PD5.D49	unhealthy	-0.162454469552059	1
